id,컵 노트,꽃,과일,허브,달콤함,고소함,향료_풍미,초콜릿
3587,['null'],0,0,0,0,0,0,0
3524,['null'],0,0,0,0,0,0,0
3028,['null'],0,0,0,0,0,0,0
3584,['null'],0,0,0,0,0,0,0
4449,['null'],0,0,0,0,0,0,0
3026,['null'],0,0,0,0,0,0,0
5,['null'],0,0,0,0,0,0,0
4447,['null'],0,0,0,0,0,0,0
1094,"['바닐라', '초콜릿', '흑설탕']",0,0,0,1,0,1,1
1712,['null'],0,0,0,0,0,0,0
232,['초콜릿'],0,0,0,0,0,0,1
4611,['null'],0,0,0,0,0,0,0
11,"['견과류', '초콜릿']",0,0,0,0,1,0,1
4706,['null'],0,0,0,0,0,0,0
2995,['null'],0,0,0,0,0,0,0
3891,['null'],0,0,0,0,0,0,0
3841,['null'],0,0,0,0,0,0,0
4693,['null'],0,0,0,0,0,0,0
3214,['null'],0,0,0,0,0,0,0
272,"['사과', '마카다미아', '자두']",0,1,0,0,1,0,0
3555,['null'],0,0,0,0,0,0,0
4455,['null'],0,0,0,0,0,0,0
226,"['견과류', '카라멜', '아몬드', '카카오', '황설탕']",0,0,0,1,1,0,1
4311,['null'],0,0,0,0,0,0,0
2,"['딸기', '와인', '화이트 초콜릿']",0,1,0,0,0,0,1
3897,['null'],0,0,0,0,0,0,0
4004,['null'],0,0,0,0,0,0,0
1474,"['땅콩카라멜', '흑설탕', '마카다미아']",0,0,0,1,1,0,0
1105,"['포도', '메이플', '밀크 초콜릿', '홍차']",0,1,1,1,0,0,1
1104,"['다크 초콜릿', '카카오', '마카다미아', '건포도']",0,1,0,0,1,0,1
3145,['null'],0,0,0,0,0,0,0
3928,['null'],0,0,0,0,0,0,0
3609,['null'],0,0,0,0,0,0,0
191,"['구운 견과류', '아몬드 초콜릿', '몰트']",0,0,0,0,1,1,1
110,"['바닐라', '오렌지', '꿀']",0,1,0,1,0,1,0
3022,['null'],0,0,0,0,0,0,0
3935,['null'],0,0,0,0,0,0,0
1736,['null'],0,0,0,0,0,0,0
4643,['null'],0,0,0,0,0,0,0
3486,['null'],0,0,0,0,0,0,0
4321,['null'],0,0,0,0,0,0,0
1731,['null'],0,0,0,0,0,0,0
4188,['null'],0,0,0,0,0,0,0
1205,"['과일', '홍차']",0,1,1,0,0,0,0
3231,['null'],0,0,0,0,0,0,0
3526,['null'],0,0,0,0,0,0,0
3199,['null'],0,0,0,0,0,0,0
4839,['null'],0,0,0,0,0,0,0
2998,['null'],0,0,0,0,0,0,0
