coffeeid,body,sour,sweet,bitter,caf,blend,single,지속가능성_0,지속가능성_공정무역,지속가능성_유기농,지속가능성_직접무역,로스팅 포인트_다크,로스팅 포인트_라이트,로스팅 포인트_라이트미디엄,로스팅 포인트_미디엄,로스팅 포인트_미디엄다크,꽃,과일,허브,달콤함,고소함,향료,초콜릿
270,3,3,4,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
271,4,1,4,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
272,2,4,3,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
273,5,1,4,3,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
274,3,1,3,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
275,4,1,4,3,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
276,3,2,3,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
277,2,2,3,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
278,2,3,2,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
279,3,2,4,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
280,4,1,4,4,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
281,2,2,4,3,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
282,4,3,4,3,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
283,4,1,4,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
284,5,1,4,3,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
285,3,2,5,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
286,2,2,4,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
287,2,2,4,2,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
288,1,3,3,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
289,3,1,3,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
290,3,1,4,2,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
291,4,1,4,3,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
292,3,2,4,3,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
293,3,3,4,3,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
294,3,2,4,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
295,4,2,4,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
296,3,2,3,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
297,4,1,5,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
298,3,4,4,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
299,3,1,4,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
300,4,1,4,3,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
301,4,2,4,2,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
302,2,4,3,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
303,3,4,4,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
304,4,1,3,3,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
305,3,2,3,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
306,4,1,3,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
307,4,1,3,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
308,2,3,3,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
309,4,1,4,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
310,4,1,5,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
311,3,4,4,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
312,3,4,4,3,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
313,4,1,5,3,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
314,3,4,5,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
315,4,1,5,4,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
316,3,3,4,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
317,3,4,5,3,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
318,3,4,4,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
319,2,4,4,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
320,4,2,4,3,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
321,5,1,4,3,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
322,3,4,5,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
323,2,4,4,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
324,3,4,5,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
325,5,2,3,4,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
326,3,4,4,2,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
327,1,4,4,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
328,3,3,5,2,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
329,5,1,5,4,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
330,4,2,4,3,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
331,4,1,3,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
332,3,3,4,3,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
333,2,4,3,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
334,4,1,4,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
335,4,2,4,3,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
336,3,4,4,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
337,4,1,5,4,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
338,4,4,4,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
339,5,1,4,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
340,4,2,4,3,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
341,3,3,4,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
342,3,4,4,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
343,3,4,4,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
344,3,4,4,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
345,4,4,3,4,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
346,5,1,5,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
347,4,2,4,3,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
348,3,3,3,3,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
349,4,2,3,4,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
350,2,4,2,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
351,3,4,3,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
352,3,2,4,3,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
353,4,1,3,4,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
354,3,4,3,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
355,3,2,4,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
356,5,1,3,4,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
357,3,4,4,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
358,3,3,4,2,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
359,3,4,4,2,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
360,3,4,4,2,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
361,3,2,4,3,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
362,4,3,5,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
363,4,2,5,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
364,5,1,5,3,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
365,3,4,2,2,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
366,4,2,4,4,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
367,4,1,4,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
368,2,4,4,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
369,4,1,4,4,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
370,3,3,5,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
371,4,1,4,4,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
372,5,1,3,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
373,2,4,3,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
374,4,3,5,3,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
375,5,1,5,4,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
376,4,1,4,4,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
377,3,3,4,3,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
378,3,3,3,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
379,3,4,4,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
380,4,3,4,3,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
381,3,3,4,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
382,3,4,4,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
383,3,4,4,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
384,4,1,4,2,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
385,2,4,5,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
386,5,1,3,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
387,3,4,4,2,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
388,3,2,4,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
389,5,1,5,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
390,5,1,5,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
391,4,2,5,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
392,3,4,3,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
393,4,1,4,2,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
394,3,4,4,3,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
395,5,3,5,3,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
396,3,5,5,2,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
397,3,3,4,3,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
398,3,4,4,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
399,4,2,4,3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
400,4,4,4,3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
401,4,1,4,4,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
402,4,1,3,4,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
403,3,2,3,3,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
404,3,2,4,3,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
405,4,1,4,3,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
406,4,1,4,4,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
407,2,3,3,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
408,5,1,5,3,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
409,3,3,4,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
410,4,2,3,3,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
411,3,3,3,2,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
412,3,4,3,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
413,3,3,3,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
414,4,2,4,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
415,4,1,5,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
416,3,3,5,2,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
417,3,4,5,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
418,4,1,4,2,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
419,4,3,4,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
420,3,1,2,3,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
421,4,3,3,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
422,4,3,5,4,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
423,4,1,3,3,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
424,4,2,4,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
425,3,3,4,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
426,3,4,4,2,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
427,3,3,4,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
428,3,3,4,3,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
429,3,4,4,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
430,4,1,4,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
431,4,1,5,5,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
432,4,2,5,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
433,4,2,4,3,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
434,5,1,4,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
435,3,4,3,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
436,3,1,5,3,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
437,3,3,4,3,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
438,3,2,4,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
439,3,4,4,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
440,4,1,4,3,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
441,2,4,3,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
442,3,4,4,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
443,3,2,4,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
444,2,4,4,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
445,3,3,5,3,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
446,4,2,4,3,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
447,3,3,4,3,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
448,5,1,4,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
449,2,4,4,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
450,3,2,3,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
451,3,3,5,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
452,4,2,5,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
453,5,1,5,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
454,4,2,4,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
455,3,3,4,3,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
456,4,3,4,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
457,4,3,4,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
458,3,4,4,2,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
459,3,3,4,3,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
460,4,1,4,4,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
461,3,2,4,3,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
462,3,4,3,2,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
463,3,3,4,2,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
464,4,2,4,3,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
465,3,2,2,3,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
466,3,3,3,2,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
467,4,2,2,3,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
468,4,1,3,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
469,4,3,3,2,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
470,3,4,4,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
471,4,3,3,3,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
472,4,1,4,3,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
473,3,2,4,3,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
474,4,2,3,4,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
475,5,1,3,4,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
476,2,3,4,2,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
477,3,3,3,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
478,3,4,3,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
479,4,2,4,3,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
480,2,3,3,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
481,1,3,4,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
482,3,4,4,2,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
483,2,4,4,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
484,3,2,3,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
485,3,2,3,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
486,4,2,3,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
487,3,3,3,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
488,3,2,3,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
489,4,3,3,4,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
490,3,2,3,3,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
491,4,1,4,3,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
492,3,3,4,3,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
493,3,4,4,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
494,3,3,4,3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
495,3,3,4,3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
496,5,1,4,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
497,3,4,4,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
498,3,3,4,3,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
499,4,1,3,4,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
500,2,3,4,2,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
501,4,2,4,3,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1
502,4,1,4,4,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
503,4,1,3,4,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
504,3,1,3,3,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
505,5,1,4,3,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
506,4,1,4,3,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
507,5,1,5,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
508,3,3,4,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
509,3,4,4,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
510,3,1,3,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
511,4,1,3,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
512,3,2,3,3,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
513,3,2,4,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
514,3,1,3,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
515,3,3,3,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
516,3,3,3,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
517,3,3,3,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
518,3,4,4,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
519,4,2,5,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
520,3,3,4,2,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
521,4,1,4,3,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
522,4,3,5,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
523,2,4,3,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
524,3,2,3,3,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
525,3,1,3,3,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
526,4,1,4,3,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
527,3,3,4,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
528,3,3,4,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
529,3,3,4,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
530,3,5,4,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
531,3,4,4,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
532,3,2,3,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
533,4,5,5,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
534,3,4,4,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
535,4,4,4,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
536,4,1,3,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
537,3,3,5,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
538,3,3,3,2,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
539,4,3,4,3,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
540,4,2,4,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
541,3,3,3,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
542,3,3,5,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
543,3,2,5,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
544,3,4,4,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
545,4,2,4,2,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
546,4,1,4,3,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
547,3,1,4,3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
548,4,4,5,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
549,5,1,4,3,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
550,3,3,3,3,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
551,3,3,3,3,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
552,3,4,4,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
553,3,2,5,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
554,4,4,5,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
555,4,2,4,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
556,5,1,3,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
557,2,4,5,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
